0,1,2,3,4,5,6,7,8,9,10,11
0.4732716872300833,0.318003897046727,0.9294757040211041,0.20551528872737052,0.12738051290933394,0.005483903269427992,0.808954852487568,0.23776681335168504,0.026694298160655716,0.005526833838844336,0.07792173928080104,0.0
0.5641520067083936,0.3264685374512345,0.9365373598653527,0.20541295822488004,0.12211819759697956,0.00012498232224394945,0.9529658139187362,0.5576315489168815,0.028185501425398385,0.00035153286510036796,0.9639013696508385,0.0
0.11465310630294556,0.33305761097798026,0.926289130628481,0.20618758208712248,0.11986279294362122,0.00012498232224394945,0.8870351225328978,0.7478188002168877,0.8807681445016023,0.869021827642351,0.11167095985054137,0.0
0.15687417305600687,0.33249037349781874,0.9262581188229668,0.20600129115138616,0.11908533992693014,0.00012498232224394945,0.8516950123842768,0.6321735155315771,0.7068184624207149,0.6818326453460177,0.05017982637068985,0.0
0.5261474741429777,0.3211407526263733,0.9356135153036602,0.2056567478185101,0.13281953172401512,0.00012498232224394945,1.0,0.5484637911720283,0.05429351816144329,0.00032785053054867896,0.04933612753637284,0.0
0.5057252973922723,0.0003300887096527316,0.944109642655607,0.2026373308889091,0.14046377731020415,0.00011530627148959027,0.0009454272142788156,0.7716230989411614,0.0043514422796795404,0.0005136077506092129,0.9065145092044329,0.9999999999999999
0.3163023847802692,0.0007311886130776935,0.9278826604389208,0.20612938427122,0.11650542577009375,0.8002911339224462,0.0018388517315428565,0.5980758310031922,0.7769413757672787,0.8303171907217768,0.9813213861869222,0.0
0.22159757026168125,0.32684648677303596,0.9285468622073046,0.20606506433179478,0.12033874429825289,0.5809865792198803,0.7123302592504049,0.40177291483647637,0.6261605956231959,0.6733767261825352,0.9132949829396222,0.0
0.11720533360386293,0.3303504237625545,0.9257469973775105,0.20614022582281546,0.11765078041228694,0.7588475141520028,0.5947796031343743,0.2301460345413116,0.9244817810829016,0.8820049673154711,0.01091394694068859,0.0
0.2817898370201468,0.32712832902751277,0.9321239831012705,0.20554449353785073,0.12239518993481799,0.00012498232224394945,0.8556156289491998,0.52843139307107,0.5871363769933584,0.6302268478385359,0.8779627818447837,0.0
0.24916892337515573,0.0006721063995587251,0.9248311917159546,0.20613614145894055,0.1152080597995346,0.5263515678731219,0.001717797933164067,0.5211630904736249,0.6079737661736606,0.5838978950576619,0.01003539608666204,0.0
